,price,LotSize,Age,LandValue,LivingArea,Bedrooms,Fireplaces,Bathrooms,Rooms,Heating,Fuel,Sewer,Waterfront,NewConstruction
653,145000,0.3,33,53000,1368,3,0,1.5,7,hot air,gas,public/commercial,No,No
654,280000,0.07,16,48200,1800,3,1,2.5,8,hot air,electric,public/commercial,No,No
655,190400,0.17,16,49500,1920,3,1,1.5,9,hot air,gas,public/commercial,No,No
656,267000,0.11,83,87000,1416,3,0,2,7,hot water/steam,gas,public/commercial,No,No
657,164900,0.14,77,93000,616,2,0,1,5,hot air,gas,public/commercial,No,No
658,280000,0.1,79,85000,1488,4,0,1.5,5,hot air,gas,public/commercial,No,No
659,225000,0.11,84,87000,1320,3,1,1.5,6,hot air,oil,public/commercial,No,No
660,148000,0.06,18,45800,1250,2,0,1.5,5,hot air,gas,public/commercial,No,No
661,165000,0.32,32,54200,1286,3,1,1,6,hot air,gas,public/commercial,No,No
662,340455,0.38,0,84800,2886,4,1,2.5,10,hot air,gas,public/commercial,No,No
663,133000,0.42,36,60200,1279,3,1,1,4,hot air,gas,public/commercial,No,No
664,115540,0.2,104,56700,1074,3,0,1,7,hot air,gas,public/commercial,No,No
665,240000,0.58,52,78300,1304,3,1,1,4,hot water/steam,gas,septic,No,No
666,600000,0.04,17,36000,3191,3,2,3.5,12,hot air,gas,public/commercial,No,No
667,71500,0.3,44,64700,1056,3,0,1,5,hot water/steam,gas,public/commercial,No,No
668,189900,0.03,18,19200,1468,3,1,2.5,4,hot air,gas,public/commercial,No,No
669,325000,0.08,115,81000,1598,3,0,1.5,6,hot water/steam,gas,public/commercial,No,No
670,280000,0.14,84,93000,1160,3,0,1.5,4,hot water/steam,gas,public/commercial,No,No
671,255000,0.12,104,89000,1028,2,0,1,5,hot air,gas,public/commercial,No,No
672,300000,0.2,104,105000,2014,6,0,1,11,hot water/steam,gas,public/commercial,No,No
673,106000,0.48,34,63800,1296,3,0,1,7,hot air,gas,public/commercial,No,No
674,139000,0.27,56,62500,932,2,0,1,3,hot air,gas,public/commercial,No,No
675,165000,0.06,15,45800,1290,3,1,1.5,5,hot air,gas,public/commercial,No,No
676,169000,0.17,19,37600,1448,2,0,1.5,5,hot air,gas,public/commercial,No,No
677,159400,0.24,29,49100,1368,3,0,1,5,hot air,gas,public/commercial,No,No
678,300000,0.87,25,90800,3046,4,1,1.5,11,hot water/steam,gas,septic,No,No
679,161000,0.23,32,48200,1272,3,0,1.5,8,hot air,gas,public/commercial,No,No
680,230500,0.59,18,69500,1822,4,0,2.5,6,hot air,gas,public/commercial,No,No
681,220000,0.41,31,105700,1579,4,0,1.5,6,hot air,gas,public/commercial,No,No
682,177900,0.29,32,52400,1660,4,1,1.5,7,hot air,gas,public/commercial,No,No
683,350000,0.32,36,144900,2452,3,1,2.5,10,hot water/steam,oil,public/commercial,No,No
684,335000,0.14,94,50200,2004,3,0,2,9,hot air,gas,public/commercial,No,No
685,597185,1.07,0,193200,4210,4,1,3.5,12,hot air,gas,septic,No,No
686,173000,0.33,32,54800,1640,4,0,1.5,9,hot air,gas,public/commercial,No,No
687,518000,0.17,144,99000,2847,3,1,1.5,7,hot water/steam,gas,public/commercial,No,No
688,212000,0.5,18,65000,1816,3,1,2,7,hot air,gas,public/commercial,No,No
689,149900,0.87,19,93300,2028,4,0,2,10,hot air,oil,public/commercial,No,No
690,140958,0.22,40,54500,775,2,0,1,7,hot water/steam,gas,public/commercial,No,No
691,95000,0.33,34,54800,1368,2,0,1,6,hot air,gas,public/commercial,No,No
692,161600,0.24,34,49100,936,3,0,1.5,8,hot air,gas,public/commercial,No,No
693,351400,0.15,1,114000,1680,2,1,2.5,4,hot air,gas,public/commercial,No,No
694,155000,0.3,33,53000,1368,3,0,1,6,hot air,gas,public/commercial,No,No
695,198500,0.4,34,53000,1326,3,1,1.5,7,hot air,gas,public/commercial,No,No
696,276000,0.21,62,107000,1579,3,1,2,4,hot air,oil,public/commercial,No,No
697,167000,0.25,32,50000,1286,3,0,1,8,hot air,gas,public/commercial,No,No
698,227000,0.84,25,207700,2132,3,2,2.5,7,hot air,gas,public/commercial,No,No
699,405100,0.39,3,85400,2000,3,1,2.5,6,hot air,gas,public/commercial,No,No
700,395000,0.14,3,112100,2222,3,0,2.5,6,hot air,gas,public/commercial,No,No
701,360000,0.41,99,139000,2641,4,0,2,9,hot water/steam,gas,public/commercial,No,No
702,775000,0,5,412600,2472,3,1,2.5,9,hot air,gas,septic,Yes,No
703,285000,0.07,16,48200,1926,2,2,3,6,hot air,electric,public/commercial,No,No
704,300000,0.12,4,108300,1534,3,0,2.5,8,hot air,gas,public/commercial,No,No
705,214000,0.25,39,44000,1490,3,0,1.5,4,hot air,gas,septic,No,No
706,229000,0.22,46,72000,1126,3,1,2,8,hot water/steam,gas,public/commercial,No,No
707,330000,0.23,33,61200,1435,3,0,1.5,8,hot air,gas,public/commercial,No,No
708,146000,0.42,44,60200,1136,3,0,1.5,8,hot air,gas,public/commercial,No,No
709,381500,0.15,2,114000,2162,3,1,2.5,9,hot air,gas,public/commercial,No,No
710,430000,0.34,5,82400,2328,3,1,2.5,7,hot air,gas,public/commercial,No,No
711,650000,0.43,2,87800,2754,3,1,2.5,10,hot air,gas,public/commercial,No,No
712,194500,0.17,40,37600,1504,4,0,1.5,6,hot air,gas,septic,No,No
713,279000,0.39,14,58400,2473,4,1,3.5,7,hot air,gas,public/commercial,No,No
714,183000,0.31,35,47600,2072,4,1,2.5,8,hot air,gas,public/commercial,No,No
715,195000,0.03,18,19200,1480,3,1,2.5,7,hot air,gas,public/commercial,No,No
716,470000,0.17,135,99000,2096,3,2,2.5,8,hot air,gas,public/commercial,No,No
717,167000,0.11,80,50400,1050,2,0,1,6,hot water/steam,gas,public/commercial,No,No
718,309278,0.02,17,18000,1650,2,1,2.5,5,hot air,gas,public/commercial,No,No
719,217500,0.34,26,92300,1596,3,0,1.5,6,hot air,gas,public/commercial,No,No
720,200000,0.17,44,99000,979,3,0,2,8,hot water/steam,gas,public/commercial,No,No
721,199995,0.16,18,53800,1393,2,0,1.5,6,hot air,gas,public/commercial,No,No
722,179000,0.46,44,70200,864,2,0,1,7,hot air,gas,public/commercial,No,No
723,329000,1,1,106800,2744,4,0,2.5,10,hot air,gas,septic,No,No
724,374900,0.06,15,46600,2300,3,1,3,10,hot air,gas,public/commercial,No,No
725,165000,0.29,34,52400,1612,3,1,1,5,hot air,gas,public/commercial,No,No
726,647000,1.08,14,193300,2640,4,1,2.5,12,hot air,gas,septic,No,No
727,315000,0.63,19,65500,775,1,0,1,6,hot air,oil,public/commercial,No,No
728,208000,0.34,26,49400,2470,4,1,2.5,10,hot air,gas,public/commercial,No,No
729,405000,0.58,6,80000,3124,4,1,3,9,hot air,gas,septic,No,No
730,535000,1,14,192500,3254,4,1,2.5,12,hot air,gas,septic,No,No
731,184020,0.4,34,59000,1544,3,0,2.5,7,hot air,gas,public/commercial,No,No
732,95000,0.17,139,1900,1410,6,0,1.5,9,hot water/steam,gas,public/commercial,No,No
733,87550,0.46,44,2100,906,2,0,1,3,hot air,gas,septic,No,No
734,131000,0.23,66,3600,1512,3,1,1,8,hot air,gas,public/commercial,No,No
735,127000,0.2,77,3400,1232,3,1,1,8,hot air,gas,public/commercial,No,No
736,104695,0.21,54,3500,921,2,0,1,7,hot air,gas,public/commercial,No,No
737,120000,0.18,70,3100,1287,3,0,1,4,hot air,gas,public/commercial,No,No
738,278500,0.16,17,5200,2600,4,0,3,12,electric,electric,septic,No,No
739,75500,0.13,124,1500,1302,3,0,2,8,hot air,gas,public/commercial,No,No
740,121900,0.47,20,4700,1144,3,0,1,6,hot water/steam,gas,septic,No,No
741,208000,0.45,39,5500,1703,3,0,2,6,hot water/steam,gas,septic,No,No
742,151000,0.59,15,4500,1553,3,1,2,4,electric,electric,septic,No,No
743,138000,0.38,15,1700,1040,2,0,1,3,electric,electric,septic,No,No
744,229000,0.55,11,7500,2124,4,0,3,10,hot water/steam,gas,septic,No,No
745,130000,0.52,13,4500,1344,3,0,2,5,hot air,gas,septic,No,No
746,89900,0.46,66,3900,884,2,0,1,3,hot air,gas,septic,No,No
747,145000,0.76,11,3800,1812,3,0,1.5,7,hot air,oil,septic,No,No
748,86000,0.46,43,5500,880,3,0,1,4,hot air,gas,septic,No,No
749,95000,0.17,134,2300,1256,3,0,2,5,hot air,gas,public/commercial,No,No
750,195000,0.34,15,5000,1826,3,1,2.5,6,hot air,gas,septic,No,No
751,107325,0.1,126,1100,1134,3,0,1.5,7,hot air,gas,public/commercial,No,No
752,131000,0.54,41,5300,1916,4,1,2.5,8,hot air,gas,septic,No,No
753,166900,0.75,3,1700,1272,3,0,1.5,7,hot air,gas,septic,No,No
754,127000,0.43,39,4900,960,3,0,1,6,hot air,gas,septic,No,No
755,119000,0.15,65,2500,1152,2,0,1.5,4,hot air,gas,public/commercial,No,No
756,92509,0.52,13,4500,840,2,0,1,4,hot air,gas,septic,No,No
757,174000,0.46,34,5500,2106,5,0,2,11,hot air,gas,septic,No,No
758,180000,0.52,10,2500,1632,3,0,2,8,hot air,gas,septic,No,No
759,155000,0.41,9,300,1092,3,0,2,8,hot air,gas,septic,No,No
760,146500,0.44,25,13200,1634,3,1,1.5,8,hot air,gas,septic,No,No
761,162500,0.46,26,13800,1890,3,1,2.5,7,hot air,gas,septic,No,No
762,210000,0.48,32,18400,2224,5,2,2.5,11,hot air,gas,septic,No,No
763,165000,0.65,22,16500,1475,3,1,2,6,electric,electric,septic,No,No
764,123000,0.08,16,2100,1480,3,1,1.5,5,hot air,gas,public/commercial,No,No
765,150000,0.58,36,13300,1368,3,1,1,4,hot air,gas,septic,No,No
766,128900,0.14,7,7200,1200,3,0,1,8,hot air,gas,public/commercial,No,No
767,88100,0.14,0,7400,840,2,0,1,7,hot air,gas,public/commercial,No,No
768,175000,0.68,54,25900,1176,3,0,2,8,hot air,oil,public/commercial,No,No
769,120975,0.13,0,7400,1380,3,0,2,4,hot air,gas,public/commercial,No,Yes
770,147543,0.29,0,11300,1786,3,0,2.5,7,hot air,gas,septic,No,Yes
771,118000,0.22,17,3400,1480,3,0,1.5,4,hot air,gas,public/commercial,No,No
772,199000,0.5,13,15300,1574,3,1,1.5,7,hot water/steam,gas,public/commercial,No,No
773,79900,0.18,154,7500,950,2,0,1.5,5,hot air,oil,septic,No,No
774,279000,0.55,14,25300,3178,4,1,3.5,12,hot air,gas,public/commercial,No,No
775,90000,0.28,16,10600,1342,3,0,1.5,7,hot air,gas,septic,No,No
776,91900,0.35,20,12000,1336,2,1,1.5,5,electric,electric,septic,No,No
777,153000,0.25,10,8400,1542,3,0,2.5,6,hot air,gas,public/commercial,No,No
778,170000,2.68,11,21400,2272,4,1,3.5,8,hot water/steam,oil,septic,No,No
779,145200,0.2,15,3400,1480,2,1,2.5,4,hot air,gas,public/commercial,No,No
780,296000,0.02,8,14000,2506,4,2,2.5,10,hot air,gas,public/commercial,No,No
781,150000,0.37,1,15800,1852,4,0,2,6,hot air,oil,septic,No,No
782,86000,0.45,19,14000,1055,2,1,1,7,hot air,gas,septic,No,No
783,118000,0.36,21,40000,1392,3,0,1.5,7,hot air,gas,septic,No,No
784,155000,0.75,53,6500,1608,3,1,2,5,hot air,oil,septic,No,No
785,222500,0.69,15,16900,1564,3,1,2,6,hot air,gas,public/commercial,No,No
786,250000,0.46,17,18400,2068,4,1,2.5,10,hot air,gas,septic,No,No
787,365000,0.69,13,21900,2516,4,0,2.5,11,hot air,oil,septic,No,No
788,120000,0.89,14,19300,1684,4,0,1.5,5,electric,electric,septic,No,No
789,193000,0.47,18,14100,1481,3,0,1.5,5,hot water/steam,gas,septic,No,No
790,85568,0.15,67,2600,999,3,0,1,6,hot water/steam,oil,public/commercial,No,No
791,82000,0.46,17,4420,896,2,0,1,3,hot water/steam,oil,public/commercial,No,No
792,225000,0.77,50,3000,792,2,1,1,7,hot water/steam,oil,septic,No,No
793,240000,0.85,34,50400,2747,4,2,3.5,12,hot water/steam,oil,septic,No,No
794,234900,0.01,1,43300,2277,4,0,2.5,8,hot air,gas,public/commercial,No,Yes
795,112000,0.02,19,14900,1281,2,1,2.5,6,hot air,gas,public/commercial,No,No
796,261000,0.57,14,43200,2462,4,1,2.5,10,hot air,gas,public/commercial,No,No
797,400000,0.6,9,57000,2897,4,2,2.5,12,hot air,gas,public/commercial,No,No
798,310000,0.41,4,37600,2672,4,1,3.5,8,hot air,electric,public/commercial,No,No
799,182000,0.29,21,26300,1932,3,0,1.5,8,hot air,gas,public/commercial,No,No
800,187500,0.47,11,25500,1320,3,0,2.5,7,hot air,gas,public/commercial,No,No
801,405000,0.61,6,23900,3296,4,1,2.5,12,hot air,gas,public/commercial,No,No
802,420000,1.14,6,82100,3279,4,1,3,11,hot air,gas,public/commercial,No,No
803,359000,0.48,4,37100,3204,4,1,2.5,9,hot air,gas,public/commercial,No,No
804,120000,0.01,16,9900,1217,2,0,2.5,6,electric,electric,public/commercial,No,No
805,171500,0.31,37,21500,1782,3,1,1.5,6,hot water/steam,gas,public/commercial,No,No
806,159900,0.21,16,28800,1180,2,1,1.5,6,hot air,gas,public/commercial,No,No
807,186500,0.21,16,28000,1452,3,1,2,8,hot air,electric,public/commercial,No,No
808,260000,0.46,13,36600,2140,4,1,2.5,8,hot air,gas,public/commercial,No,No
809,115000,0.01,16,9900,1219,2,0,1.5,6,electric,electric,public/commercial,No,No
810,191000,0.44,39,24100,1518,4,1,1.5,5,hot water/steam,gas,public/commercial,No,No
811,355465,0.35,0,233000,3328,4,1,2.5,12,hot air,gas,public/commercial,No,Yes
812,339900,0.57,10,54600,2344,3,0,2.5,10,hot air,gas,public/commercial,No,No
813,90000,0.49,74,10600,960,2,0,1,7,hot air,gas,septic,No,No
814,245000,0.04,6,28800,1544,3,0,2.5,8,hot air,gas,public/commercial,No,No
815,320900,0.46,7,36400,2873,4,1,2.5,8,hot air,gas,public/commercial,No,No
816,159000,0.22,18,29600,1180,2,1,1.5,6,hot air,gas,public/commercial,No,No
817,174900,0.62,38,15100,1368,3,0,1.5,6,hot air,gas,septic,No,No
818,293500,0.49,10,38400,1904,4,1,2.5,8,hot air,gas,public/commercial,No,No
819,210000,0.51,11,26900,1320,3,0,2,8,hot air,gas,public/commercial,No,No
820,182500,1,34,25200,1594,3,1,1.5,5,hot air,gas,septic,No,No
821,219900,0.46,8,38100,1847,3,1,2.5,7,hot air,gas,public/commercial,No,No
822,370000,0.46,1,36600,3125,4,1,2.5,12,hot air,gas,public/commercial,No,Yes
823,286000,0.47,7,20000,2004,4,1,2.5,10,hot air,gas,public/commercial,No,No
824,169900,0.49,36,27800,1623,3,1,1.5,8,hot air,gas,public/commercial,No,No
825,161000,0.23,40,22000,1120,3,0,1,7,hot water/steam,oil,public/commercial,No,No
826,287000,0.36,2,53900,2363,5,1,2.5,11,hot air,gas,public/commercial,No,No
827,315000,0.94,9,48200,2572,4,1,2.5,11,hot air,gas,public/commercial,No,No
828,177000,0.34,25,9200,1548,3,0,1.5,5,electric,electric,septic,No,No
829,332000,1,11,26700,2734,3,0,2.5,11,hot air,gas,public/commercial,No,No
830,249000,0.53,8,38800,1462,3,1,2,5,hot air,gas,public/commercial,No,No
831,179000,0.09,15,25500,1558,2,0,2.5,7,hot air,gas,public/commercial,No,No
832,150000,0.52,34,14000,1664,3,0,1.5,8,hot water/steam,oil,septic,No,No
833,225000,0.37,16,24500,1877,4,1,3,10,hot air,gas,public/commercial,No,No
834,182000,0.33,37,21400,1838,3,1,1,7,hot air,gas,public/commercial,No,No
835,329900,0.5,9,37800,2368,4,1,2.5,11,hot air,gas,public/commercial,No,No
836,165000,0.33,32,22500,2104,5,1,1.5,11,hot water/steam,gas,public/commercial,No,No
837,180000,0.31,16,36800,1180,2,0,1.5,7,hot air,gas,public/commercial,No,No
838,321000,0.53,11,38800,2399,4,1,2.5,11,hot air,gas,public/commercial,No,No
839,180000,0.11,15,15400,1232,2,1,1.5,4,hot air,gas,public/commercial,No,No
840,178000,0.14,17,19600,1180,2,0,1.5,6,hot air,gas,public/commercial,No,No
841,279900,0.55,2,39500,2022,4,1,2.5,9,hot air,gas,public/commercial,No,No
842,179000,0.14,19,21000,1364,2,1,1.5,5,hot air,gas,public/commercial,No,No
843,183000,0.15,17,21000,1343,2,1,2.5,6,hot air,gas,public/commercial,No,No
844,500000,1,70,35900,1492,3,0,1,7,hot air,oil,septic,No,No
845,170000,0.37,37,24500,999,3,1,1,6,hot water/steam,gas,public/commercial,No,No
846,179000,0.34,24,27000,2102,3,1,2.5,9,hot air,gas,public/commercial,No,No
847,184900,0.32,18,27000,1656,3,1,1.5,4,hot air,gas,public/commercial,No,No
848,177500,0.33,18,27000,1561,3,0,1.5,7,hot air,electric,public/commercial,No,No
849,112500,0.15,19,15700,988,2,0,2,7,electric,electric,public/commercial,No,No
850,180000,0.32,17,27000,1765,5,1,2,9,hot water/steam,gas,public/commercial,No,No
851,10300,0.16,20,15700,912,2,1,1.5,4,electric,electric,public/commercial,No,No
852,137900,0.16,17,15100,1592,3,0,1.5,7,electric,electric,public/commercial,No,No
853,144000,0.06,54,3600,1344,5,0,1,8,electric,electric,public/commercial,No,No
854,131600,0.16,17,15100,1385,2,1,1.5,7,electric,electric,public/commercial,No,No
855,123500,0.15,17,15100,1385,2,0,1.5,5,electric,electric,public/commercial,No,No
856,123000,0.15,17,15100,1679,2,0,1.5,7,electric,electric,public/commercial,No,No
857,109000,0.15,20,15700,908,2,0,1,7,electric,electric,public/commercial,No,No
858,173000,0.31,16,27000,1527,2,1,2,5,hot air,gas,public/commercial,No,No
859,105000,0.16,20,15700,912,2,0,1.5,3,electric,electric,public/commercial,No,No
860,122500,0.15,18,15100,1184,2,0,1.5,3,electric,electric,public/commercial,No,No
861,191000,0.46,26,24500,1719,3,1,1.5,7,electric,electric,public/commercial,No,No
862,149000,0.16,19,15100,1080,2,1,1,6,electric,electric,septic,No,No
863,205000,0.33,16,27000,2118,4,1,2,9,electric,electric,public/commercial,No,No
864,225000,0.33,16,27000,2527,3,0,1.5,10,electric,electric,public/commercial,No,No
865,210000,0.49,15,25000,1592,3,1,1.5,8,hot air,gas,septic,No,No
866,188900,0.32,18,27000,1294,3,0,1,4,electric,electric,public/commercial,No,No
867,192000,0.94,33,25200,1974,4,1,2.5,8,hot water/steam,gas,septic,No,No
868,137500,0.16,17,15700,988,2,1,2,7,electric,electric,public/commercial,No,No
869,200000,0.36,20,27000,1508,3,1,2,8,hot air,gas,public/commercial,No,No
870,126000,0.16,17,15600,908,2,0,1,4,electric,electric,public/commercial,No,No
871,214500,0.35,20,27000,1910,4,1,2,7,electric,electric,public/commercial,No,No
872,152000,0.15,18,15700,912,2,0,1.5,5,electric,electric,public/commercial,No,No
873,115000,0.16,20,15700,912,2,0,1.5,5,electric,electric,public/commercial,No,No
874,88000,0.16,19,15700,988,2,0,2,4,electric,electric,public/commercial,No,No
875,170000,0.35,20,27000,1748,2,0,2,4,electric,electric,public/commercial,No,No
876,137000,0.16,18,15700,912,2,1,1.5,3,electric,electric,public/commercial,No,No
877,145000,0.15,17,15100,1385,3,0,1.5,8,electric,electric,public/commercial,No,No
878,202000,0.43,15,25000,1300,3,0,1.5,7,hot air,gas,septic,No,No
879,130000,0.15,17,15600,908,2,0,1,7,electric,electric,public/commercial,No,No
880,265000,1,25,21700,1900,3,0,2,7,electric,electric,septic,No,No
881,185000,0.33,16,27000,2191,3,1,2.5,7,electric,electric,public/commercial,No,No
882,130000,0.16,25,15100,1080,2,1,1,4,hot air,gas,public/commercial,No,No
883,190000,0.59,15,25000,1300,3,1,1.5,5,hot air,gas,septic,No,No
884,204000,0.4,1,15000,2458,4,1,2.5,10,hot air,gas,public/commercial,No,No
885,125000,0.35,22,10500,1040,3,0,1,4,electric,electric,public/commercial,No,No
886,349900,0.44,0,13000,2886,4,1,3,12,hot air,gas,public/commercial,No,Yes
887,142000,0.14,8,3700,1840,3,0,1,6,hot air,gas,public/commercial,No,No
888,132500,0.37,19,13000,1988,2,0,1,4,electric,electric,public/commercial,No,No
889,220000,1,43,22900,672,2,0,1,3,hot air,oil,septic,No,No
890,160000,1.96,13,18400,1512,2,0,2,4,hot air,oil,septic,No,No
891,10300,0.16,20,15700,912,2,1,1.5,6,electric,electric,public/commercial,No,No
892,95000,0.15,19,15700,912,2,0,1.5,6,electric,electric,public/commercial,No,No
893,122055,0.15,17,15000,1385,2,0,1.5,5,electric,electric,public/commercial,No,No
894,149000,0.31,18,27000,1508,3,1,1.5,8,hot air,gas,public/commercial,No,No
895,115000,0.15,17,15100,1385,2,0,1.5,5,electric,electric,public/commercial,No,No
896,140000,0.15,19,15100,1628,3,0,2.5,6,electric,electric,public/commercial,No,No
897,137900,0.16,17,15100,1592,3,0,1.5,5,electric,electric,public/commercial,No,No
898,144000,0.06,54,3600,1344,5,0,1,7,electric,electric,public/commercial,No,No
899,131600,0.16,17,15100,1385,2,1,1.5,7,electric,electric,public/commercial,No,No
900,123500,0.15,17,15100,1385,2,0,1.5,4,electric,electric,public/commercial,No,No
901,123000,0.15,17,15100,1679,2,0,1.5,4,electric,electric,public/commercial,No,No
902,109000,0.15,20,15700,908,2,0,1,3,electric,electric,public/commercial,No,No
903,173000,0.31,16,27000,1527,2,1,2,7,hot air,gas,public/commercial,No,No
904,105000,0.16,20,15700,912,2,0,1.5,3,electric,electric,public/commercial,No,No
905,122500,0.15,18,15100,1184,2,0,1.5,3,electric,electric,public/commercial,No,No
906,191000,0.46,26,24500,1719,3,1,1.5,5,electric,electric,public/commercial,No,No
907,149000,0.16,19,15100,1080,2,1,1,5,electric,electric,septic,No,No
908,205000,0.33,16,27000,2118,4,1,2,10,electric,electric,public/commercial,No,No
909,225000,0.33,16,27000,2527,3,0,1.5,8,electric,electric,public/commercial,No,No
910,210000,0.49,15,25000,1592,3,1,1.5,7,hot air,gas,septic,No,No
911,188900,0.32,18,27000,1294,3,0,1,4,electric,electric,public/commercial,No,No
912,192000,0.94,33,25200,1974,4,1,2.5,9,hot water/steam,gas,septic,No,No
913,137500,0.16,17,15700,988,2,1,2,3,electric,electric,public/commercial,No,No
914,200000,0.36,20,27000,1508,3,1,2,7,hot air,gas,public/commercial,No,No
915,126000,0.16,17,15600,908,2,0,1,4,electric,electric,public/commercial,No,No
916,214500,0.35,20,27000,1910,4,1,2,10,electric,electric,public/commercial,No,No
917,152000,0.15,18,15700,912,2,0,1.5,7,electric,electric,public/commercial,No,No
918,115000,0.16,20,15700,912,2,0,1.5,7,electric,electric,public/commercial,No,No
919,88000,0.16,19,15700,988,2,0,2,5,electric,electric,public/commercial,No,No
920,170000,0.35,20,27000,1748,2,0,2,6,electric,electric,public/commercial,No,No
921,137000,0.16,18,15700,912,2,1,1.5,6,electric,electric,public/commercial,No,No
922,145000,0.15,17,15100,1385,3,0,1.5,7,electric,electric,public/commercial,No,No
923,202000,0.43,15,25000,1300,3,0,1.5,4,hot air,gas,septic,No,No
924,130000,0.15,17,15600,908,2,0,1,5,electric,electric,public/commercial,No,No
925,265000,1,25,21700,1900,3,0,2,8,electric,electric,septic,No,No
926,185000,0.33,16,27000,2191,3,1,2.5,8,electric,electric,public/commercial,No,No
927,130000,0.16,25,15100,1080,2,1,1,5,hot air,gas,public/commercial,No,No
928,190000,0.59,15,25000,1300,3,1,1.5,5,hot air,gas,septic,No,No
929,204000,0.4,1,15000,2458,4,1,2.5,11,hot air,gas,public/commercial,No,No
930,125000,0.35,22,10500,1040,3,0,1,8,electric,electric,public/commercial,No,No
931,349900,0.44,0,13000,2886,4,1,3,11,hot air,gas,public/commercial,No,Yes
932,142000,0.14,8,3700,1840,3,0,1,7,hot air,gas,public/commercial,No,No
933,132500,0.37,19,13000,1988,2,0,1,5,electric,electric,public/commercial,No,No
934,220000,1,43,22900,672,2,0,1,5,hot air,oil,septic,No,No
935,160000,1.96,13,18400,1512,2,0,2,6,hot air,oil,septic,No,No
936,156900,0.28,52,23200,1635,4,0,1.5,5,hot air,oil,septic,No,No
937,138000,0.31,39,25100,1672,4,0,1.5,5,hot air,gas,public/commercial,No,No
938,166000,0.25,26,29000,1892,3,2,2,6,hot air,gas,public/commercial,No,No
939,195000,0.56,18,30800,1652,3,1,2,6,hot water/steam,gas,public/commercial,No,No
940,295600,0.6,21,91600,2513,4,1,2.5,8,hot air,gas,septic,No,No
941,460000,0.47,1,14100,3336,4,1,3.5,12,hot air,gas,public/commercial,No,No
942,126000,0.05,17,16000,1302,2,1,1.5,4,hot air,gas,public/commercial,No,No
943,220300,0.58,16,38200,2006,3,1,2,5,hot air,gas,public/commercial,No,No
944,175000,0.29,27,22700,1836,4,1,1.5,8,hot air,gas,public/commercial,No,No
945,255000,1,49,69600,1994,3,1,2,9,hot air,oil,septic,No,No
946,185000,0.5,19,29000,1652,3,1,2,6,hot water/steam,gas,public/commercial,No,No
947,234000,0.57,8,31100,1888,3,1,2.5,7,hot air,gas,public/commercial,No,No
948,133500,0.08,19,17200,1480,3,1,1.5,5,hot air,gas,public/commercial,No,No
949,151000,0.2,19,19000,1234,2,1,2,7,electric,electric,public/commercial,No,No
950,157500,0.3,31,24500,1778,3,1,1.5,7,hot air,gas,public/commercial,No,No
951,285000,0.65,23,72000,2514,5,1,2.5,10,hot air,gas,public/commercial,No,No
952,217500,0.56,35,30800,2700,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No
953,300000,0.7,21,39200,2330,4,1,3.5,8,hot air,gas,public/commercial,No,No
954,161225,0.6,33,32000,2676,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No
955,217000,2.85,25,54700,2180,4,1,2,8,electric,electric,septic,No,No
956,250000,0.47,21,48300,2284,4,1,2.5,9,hot air,gas,public/commercial,No,No
957,124000,0.06,19,16400,1314,2,0,1.5,6,electric,electric,public/commercial,No,No
958,248000,0.41,35,44300,2396,4,1,2.5,11,hot air,gas,septic,No,No
959,187000,0.57,45,33200,2088,4,1,2,8,hot water/steam,gas,septic,No,No
960,195000,0.48,39,28200,2310,5,1,2.5,11,hot water/steam,gas,public/commercial,No,No
961,239900,0.53,19,65800,2040,4,1,2.5,10,hot air,gas,public/commercial,No,No
962,475000,12.2,19,111300,2599,3,1,2.5,11,hot air,electric,septic,No,No
963,246000,0.61,16,29100,1702,3,1,1.5,6,hot water/steam,gas,public/commercial,No,No
964,219900,0.49,18,28600,2125,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No
965,193500,0.6,38,32000,2310,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No
966,122000,0.12,31,18200,1431,3,0,1.5,8,hot air,gas,public/commercial,No,No
967,118000,0.15,20,18500,924,2,0,1,7,hot water/steam,gas,public/commercial,No,No
968,125000,0.77,126,36300,1799,3,1,1,6,hot air,gas,septic,No,No
969,101000,0.26,23,18200,976,3,0,2,5,electric,electric,public/commercial,No,No
970,249000,0.66,19,53000,2217,4,1,2.5,8,hot air,gas,public/commercial,No,No
971,180000,0.57,102,25800,1969,4,2,1,6,hot water/steam,oil,septic,No,No
972,292500,0.47,19,75200,2376,3,1,2.5,8,hot air,gas,public/commercial,No,No
973,199500,0.48,18,36700,1585,3,1,1.5,5,hot water/steam,gas,public/commercial,No,No
974,205100,0.46,32,32700,1453,4,1,2,7,hot air,gas,public/commercial,No,No
975,330000,0.57,12,67300,2973,4,1,3,11,hot air,oil,public/commercial,No,No
976,179000,0.43,37,31400,1612,3,1,1.5,7,hot air,gas,public/commercial,No,No
977,342000,0.58,4,17400,2734,3,1,2.5,9,hot air,gas,public/commercial,No,No
978,145000,0.15,22,18500,1479,3,1,1.5,5,electric,electric,public/commercial,No,No
979,66000,0.14,19,18400,945,2,0,1,3,electric,electric,public/commercial,No,No
